"LINHA ORIGEM","SENTIDO ORIGEM","LINHA DESTINO","SENTIDO DESTINO","SETOR_ORIGEM","SETOR_DESTINO","TEMPO","VALOR","SEQUECIAL"
"1501","IDA","P121","IDA","0","0","60","0","3523"
"1501","VOLTA","P121","VOLTA","0","0","60","0","3524"
"1501","IDA","P261","IDA","0","0","60","0","3525"
"1501","VOLTA","P261","VOLTA","0","0","60","0","3526"
"1501","VOLTA","P261","IDA","0","0","60","0","3527"
"1501","IDA","P261","VOLTA","0","0","60","0","4208"
"1501","IDA","P461","IDA","0","0","60","0","3528"
"1501","VOLTA","P461","VOLTA","0","0","60","0","3529"
"1501","IDA","P561","VOLTA","0","0","60","0","3530"
"1501","VOLTA","P561","IDA","0","0","60","0","3531"
"1501","IDA","1601","IDA","0","0","60","0","2"
"1501","VOLTA","1601","VOLTA","0","0","60","0","3"
"1501","IDA","1701","IDA","0","0","60","0","4"
"1501","VOLTA","1701","VOLTA","0","0","60","0","5"
"1501","IDA","1702","VOLTA","0","0","60","0","4180"
"1501","VOLTA","1702","IDA","0","0","60","0","4181"
"1501","IDA","1702","IDA","0","0","60","0","6"
"1501","VOLTA","1702","VOLTA","0","0","60","0","9"
"1501","IDA","1901","IDA","0","0","60","0","10"
"1501","VOLTA","1901","VOLTA","0","0","60","0","13"
"1501","IDA","1901","VOLTA","0","0","60","0","4178"
"1501","VOLTA","1901","IDA","0","0","60","0","4179"
"1501","IDA","2201","IDA","0","0","60","0","3409"
"1501","VOLTA","2201","IDA","0","0","60","0","3410"
"1501","IDA","2202","IDA","0","0","60","0","6092"
"1501","IDA","2202","VOLTA","0","0","60","0","6093"
"1501","VOLTA","2202","IDA","0","0","60","0","6094"
"1501","VOLTA","2202","VOLTA","0","0","60","0","6095"
"1501","IDA","2203","VOLTA","0","0","60","0","4182"
"1501","VOLTA","2203","VOLTA","0","0","60","0","4183"
"1501","IDA","2601","IDA","0","0","60","0","16"
"1501","IDA","2601","VOLTA","0","0","60","0","17"
"1501","VOLTA","2601","IDA","0","0","60","0","18"
"1501","VOLTA","2601","VOLTA","0","0","60","0","19"
"1501","IDA","2603","IDA","0","0","60","0","22"
"1501","IDA","2603","VOLTA","0","0","60","0","23"
"1501","VOLTA","2603","IDA","0","0","60","0","24"
"1501","VOLTA","2603","VOLTA","0","0","60","0","25"
"1501","IDA","2604","IDA","0","0","60","0","26"
"1501","IDA","2604","VOLTA","0","0","60","0","27"
"1501","VOLTA","2604","IDA","0","0","60","0","28"
"1501","VOLTA","2604","VOLTA","0","0","60","0","29"
"1501","IDA","3301","VOLTA","0","0","60","0","4188"
"1501","VOLTA","3301","VOLTA","0","0","60","0","4189"
"1501","IDA","3302","VOLTA","0","0","60","0","4190"
"1501","VOLTA","3302","VOLTA","0","0","60","0","4191"
"1501","IDA","3601","IDA","0","0","60","0","3501"
"1501","IDA","3601","VOLTA","0","0","60","0","3502"
"1501","VOLTA","3601","IDA","0","0","60","0","3503"
"1501","VOLTA","3601","VOLTA","0","0","60","0","3504"
"1501","IDA","4401","VOLTA","0","0","60","0","6413"
"1501","VOLTA","4401","VOLTA","0","0","60","0","6414"
"1501","IDA","4401A","VOLTA","0","0","60","0","6415"
"1501","VOLTA","4401A","VOLTA","0","0","60","0","6416"
"1501","IDA","4601","IDA","0","0","60","0","36"
"1501","IDA","4601","VOLTA","0","0","60","0","37"
"1501","VOLTA","4601","VOLTA","0","0","60","0","38"
"1501","VOLTA","4601","IDA","0","0","60","0","39"
"1501","IDA","4603","VOLTA","0","0","60","0","42"
"1501","VOLTA","4603","VOLTA","0","0","60","0","43"
"1501","IDA","4701","VOLTA","0","0","60","0","44"
"1501","VOLTA","5101","IDA","0","0","60","0","4192"
"1501","IDA","5101","VOLTA","0","0","60","0","45"
"1501","IDA","5501","VOLTA","0","0","60","0","3507"
"1501","VOLTA","5501","IDA","0","0","60","0","3508"
"1501","IDA","5601","VOLTA","0","0","60","0","4193"
"1501","IDA","5702","IDA","0","0","60","0","4194"
"1501","IDA","5702","VOLTA","0","0","60","0","53"
"1501","IDA","5801","IDA","0","0","60","0","3955"
"1501","IDA","5801","VOLTA","0","0","60","0","55"
"1501","VOLTA","5801","IDA","0","0","60","0","56"
"1501","IDA","5802","IDA","0","0","60","0","3956"
"1501","VOLTA","5802","VOLTA","0","0","60","0","3957"
"1501","IDA","5802","VOLTA","0","0","60","0","75"
"1501","VOLTA","5802","IDA","0","0","60","0","76"
"1501","IDA","5803","VOLTA","0","0","60","0","5566"
"1501","VOLTA","5803","VOLTA","0","0","60","0","5567"
"1501","IDA","5901","VOLTA","0","0","60","0","5207"
"1501","VOLTA","5901","VOLTA","0","0","60","0","5208"
"1501","IDA","6201R","IDA","0","0","60","0","140"
"1501","IDA","6201R","VOLTA","0","0","60","0","142"
"1501","VOLTA","6201R","IDA","0","0","60","0","509"
"1501","VOLTA","6201R","VOLTA","0","0","60","0","510"
"1501","IDA","6202","IDA","0","0","60","0","512"
"1501","IDA","6202","VOLTA","0","0","60","0","513"
"1501","VOLTA","6202","IDA","0","0","60","0","514"
"1501","VOLTA","6202","VOLTA","0","0","60","0","517"
"1501","IDA","6203","IDA","0","0","60","0","3510"
"1501","IDA","6203","VOLTA","0","0","60","0","3511"
"1501","VOLTA","6203","IDA","0","0","60","0","3512"
"1501","VOLTA","6203","VOLTA","0","0","60","0","3513"
"1501","IDA","6404","IDA","0","0","60","0","4195"
"1501","VOLTA","6404","VOLTA","0","0","60","0","4196"
"1501","IDA","6404","VOLTA","0","0","60","0","521"
"1501","VOLTA","6404","IDA","0","0","60","0","522"
"1501","IDA","6404A","VOLTA","0","0","60","0","3514"
"1501","VOLTA","6404A","IDA","0","0","60","0","3515"
"1501","IDA","6404A","IDA","0","0","60","0","4197"
"1501","VOLTA","6404A","VOLTA","0","0","60","0","4198"
"1501","VOLTA","6604","VOLTA","0","0","60","0","4199"
"1501","IDA","6604","VOLTA","0","0","60","0","525"
"1501","VOLTA","6901","IDA","0","0","60","0","530"
"1501","IDA","6901","IDA","0","0","60","0","531"
"1501","IDA","6901","VOLTA","0","0","60","0","532"
"1501","VOLTA","6901","VOLTA","0","0","60","0","533"
"1501","IDA","7101","VOLTA","0","0","60","0","4200"
"1501","VOLTA","7101","IDA","0","0","60","0","4201"
"1501","VOLTA","7101","VOLTA","0","0","60","0","4202"
"1501","IDA","7103","IDA","0","0","60","0","4203"
"1501","IDA","7103","VOLTA","0","0","60","0","4204"
"1501","VOLTA","7103","IDA","0","0","60","0","4205"
"1501","VOLTA","7103","VOLTA","0","0","60","0","4206"
"1501","VOLTA","8201","VOLTA","0","0","60","0","5889"
"1501","VOLTA","8201","IDA","0","0","60","0","5890"
"1501","IDA","8201","VOLTA","0","0","60","0","5891"
"1501","IDA","8201","IDA","0","0","60","0","5892"
"1501","VOLTA","8401","VOLTA","0","0","60","0","5740"
"1501","IDA","8401","VOLTA","0","0","60","0","5741"
"1501","IDA","8801","VOLTA","0","0","60","0","3517"
"1501","VOLTA","8801","VOLTA","0","0","60","0","3518"
"1501","IDA","8802","VOLTA","0","0","60","0","3519"
"1501","VOLTA","8802","VOLTA","0","0","60","0","4207"
"1601","IDA","1501","IDA","0","0","60","0","559"
"1601","VOLTA","1501","VOLTA","0","0","60","0","561"
"1601","IDA","1701","IDA","0","0","60","0","4431"
"1601","VOLTA","1701","VOLTA","0","0","60","0","565"
"1601","IDA","1702","IDA","0","0","60","0","4432"
"1601","IDA","1901","IDA","0","0","60","0","4433"
"1601","IDA","1901","VOLTA","0","0","60","0","4434"
"1601","VOLTA","1901","IDA","0","0","60","0","4435"
"1601","VOLTA","1901","VOLTA","0","0","60","0","4436"
"1601","IDA","2201","IDA","0","0","60","0","4437"
"1601","VOLTA","2201","IDA","0","0","60","0","4438"
"1601","VOLTA","2201","IDA","0","0","60","0","4488"
"1601","IDA","2202","VOLTA","0","0","60","0","6096"
"1601","IDA","2202","IDA","0","0","60","0","6097"
"1601","VOLTA","2202","IDA","0","0","60","0","6098"
"1601","VOLTA","2202","VOLTA","0","0","60","0","6099"
"1601","IDA","2203","VOLTA","0","0","60","0","4439"
"1601","VOLTA","2203","VOLTA","0","0","60","0","4440"
"1601","IDA","2601","VOLTA","0","0","60","0","4442"
"1601","IDA","2601","IDA","0","0","60","0","585"
"1601","VOLTA","2601","IDA","0","0","60","0","591"
"1601","VOLTA","2601","VOLTA","0","0","60","0","593"
"1601","IDA","2603","IDA","0","0","60","0","4443"
"1601","IDA","2603","VOLTA","0","0","60","0","4444"
"1601","VOLTA","2603","IDA","0","0","60","0","4445"
"1601","VOLTA","2603","VOLTA","0","0","60","0","608"
"1601","IDA","2604","VOLTA","0","0","60","0","4446"
"1601","IDA","2604","IDA","0","0","60","0","609"
"1601","VOLTA","2604","IDA","0","0","60","0","611"
"1601","VOLTA","2604","VOLTA","0","0","60","0","612"
"1601","IDA","3301","VOLTA","0","0","60","0","4447"
"1601","VOLTA","3301","VOLTA","0","0","60","0","4448"
"1601","IDA","3302","VOLTA","0","0","60","0","4449"
"1601","VOLTA","3302","VOLTA","0","0","60","0","4450"
"1601","IDA","3601","IDA","0","0","60","0","4451"
"1601","VOLTA","3601","IDA","0","0","60","0","4453"
"1601","VOLTA","3601","VOLTA","0","0","60","0","4455"
"1601","IDA","4401","VOLTA","0","0","60","0","6417"
"1601","VOLTA","4401","VOLTA","0","0","60","0","6418"
"1601","IDA","4401A","VOLTA","0","0","60","0","6419"
"1601","VOLTA","4401A","VOLTA","0","0","60","0","6420"
"1601","IDA","4601","IDA","0","0","60","0","4457"
"1601","IDA","4601","VOLTA","0","0","60","0","4458"
"1601","IDA","4603","VOLTA","0","0","60","0","4459"
"1601","VOLTA","4603","VOLTA","0","0","60","0","4460"
"1601","IDA","4701","VOLTA","0","0","60","0","4461"
"1601","VOLTA","4701","VOLTA","0","0","60","0","665"
"1601","VOLTA","5101","VOLTA","0","0","60","0","4462"
"1601","IDA","5101","VOLTA","0","0","60","0","667"
"1601","VOLTA","5101","IDA","0","0","60","0","670"
"1601","IDA","5501","IDA","0","0","60","0","4463"
"1601","VOLTA","5501","VOLTA","0","0","60","0","4464"
"1601","IDA","5601","VOLTA","0","0","60","0","5661"
"1601","IDA","5702","IDA","0","0","60","0","4465"
"1601","IDA","5702","VOLTA","0","0","60","0","4466"
"1601","VOLTA","5702","VOLTA","0","0","60","0","822"
"1601","IDA","5801","IDA","0","0","60","0","4467"
"1601","IDA","5801","VOLTA","0","0","60","0","828"
"1601","VOLTA","5801","IDA","0","0","60","0","830"
"1601","VOLTA","5801","VOLTA","0","0","60","0","832"
"1601","IDA","5802","VOLTA","0","0","60","0","4423"
"1601","IDA","5802","IDA","0","0","60","0","4468"
"1601","VOLTA","5802","IDA","0","0","60","0","4469"
"1601","VOLTA","5802","VOLTA","0","0","60","0","841"
"1601","IDA","5803","IDA","0","0","60","0","5569"
"1601","IDA","5803","VOLTA","0","0","60","0","5570"
"1601","VOLTA","5803","IDA","0","0","60","0","5572"
"1601","VOLTA","5803","VOLTA","0","0","60","0","5576"
"1601","IDA","5901","IDA","0","0","60","0","5209"
"1601","IDA","5901","VOLTA","0","0","60","0","5210"
"1601","VOLTA","5901","IDA","0","0","60","0","5211"
"1601","VOLTA","5901","VOLTA","0","0","60","0","5212"
"1601","IDA","5902","IDA","0","0","60","0","861"
"1601","IDA","5902","VOLTA","0","0","60","0","863"
"1601","VOLTA","5902","IDA","0","0","60","0","878"
"1601","VOLTA","5902","VOLTA","0","0","60","0","881"
"1601","IDA","6201R","VOLTA","0","0","60","0","4470"
"1601","IDA","6202","IDA","0","0","60","0","886"
"1601","IDA","6202","VOLTA","0","0","60","0","889"
"1601","VOLTA","6202","IDA","0","0","60","0","891"
"1601","VOLTA","6202","VOLTA","0","0","60","0","893"
"1601","VOLTA","6203","IDA","0","0","60","0","4471"
"1601","IDA","6404","VOLTA","0","0","60","0","4472"
"1601","VOLTA","6404","VOLTA","0","0","60","0","4473"
"1601","IDA","6404A","VOLTA","0","0","60","0","4474"
"1601","VOLTA","6404A","VOLTA","0","0","60","0","4475"
"1601","IDA","6604","VOLTA","0","0","60","0","4476"
"1601","IDA","6901","VOLTA","0","0","60","0","4477"
"1601","IDA","7101","VOLTA","0","0","60","0","4478"
"1601","VOLTA","7101","IDA","0","0","60","0","910"
"1601","IDA","7103","IDA","0","0","60","0","4479"
"1601","IDA","7103","VOLTA","0","0","60","0","4480"
"1601","VOLTA","7103","VOLTA","0","0","60","0","4481"
"1601","VOLTA","8201","VOLTA","0","0","60","0","5893"
"1601","IDA","8201","IDA","0","0","60","0","5894"
"1601","VOLTA","8201","IDA","0","0","60","0","5895"
"1601","IDA","8201","VOLTA","0","0","60","0","5896"
"1601","VOLTA","8401","VOLTA","0","0","60","0","5742"
"1601","IDA","8401","VOLTA","0","0","60","0","5743"
"1601","IDA","8401","VOLTA","0","0","60","0","5744"
"1601","IDA","8801","VOLTA","0","0","60","0","4482"
"1601","VOLTA","8801","VOLTA","0","0","60","0","4483"
"1601","IDA","8802","VOLTA","0","0","60","0","4484"
"1601","VOLTA","8802","VOLTA","0","0","60","0","4486"
"1701","IDA","P121","IDA","0","0","60","0","3619"
"1701","VOLTA","P121","VOLTA","0","0","60","0","3620"
"1701","IDA","P121","IDA","0","0","60","0","4424"
"1701","VOLTA","P121","VOLTA","0","0","60","0","4425"
"1701","IDA","P461","IDA","0","0","60","0","3621"
"1701","IDA","P461","VOLTA","0","0","60","0","3622"
"1701","VOLTA","P461","IDA","0","0","60","0","3623"
"1701","VOLTA","P461","VOLTA","0","0","60","0","3624"
"1701","IDA","P461","IDA","0","0","60","0","4426"
"1701","IDA","P461","VOLTA","0","0","60","0","4427"
"1701","VOLTA","P461","IDA","0","0","60","0","4428"
"1701","VOLTA","P461","VOLTA","0","0","60","0","4429"
"1701","IDA","1501","IDA","0","0","60","0","4209"
"1701","VOLTA","1501","VOLTA","0","0","60","0","932"
"1701","VOLTA","1601","VOLTA","0","0","60","0","935"
"1701","VOLTA","1901","IDA","0","0","60","0","4210"
"1701","IDA","1901","IDA","0","0","60","0","938"
"1701","VOLTA","1901","VOLTA","0","0","60","0","942"
"1701","IDA","2201","IDA","0","0","60","0","3580"
"1701","VOLTA","2201","IDA","0","0","60","0","3581"
"1701","IDA","2202","VOLTA","0","0","60","0","6100"
"1701","VOLTA","2202","IDA","0","0","60","0","6101"
"1701","VOLTA","2202","VOLTA","0","0","60","0","6102"
"1701","IDA","2202","IDA","0","0","60","0","6103"
"1701","IDA","2203","VOLTA","0","0","60","0","4211"
"1701","VOLTA","2203","VOLTA","0","0","60","0","4212"
"1701","IDA","2601","VOLTA","0","0","60","0","4213"
"1701","VOLTA","2601","IDA","0","0","60","0","5796"
"1701","VOLTA","2601","VOLTA","0","0","60","0","5797"
"1701","IDA","2601","IDA","0","0","60","0","960"
"1701","IDA","2603","VOLTA","0","0","60","0","4214"
"1701","IDA","2603","IDA","0","0","60","0","969"
"1701","IDA","2604","VOLTA","0","0","60","0","4215"
"1701","IDA","2604","IDA","0","0","60","0","973"
"1701","IDA","3301","VOLTA","0","0","60","0","4216"
"1701","VOLTA","3301","VOLTA","0","0","60","0","4217"
"1701","IDA","3302","VOLTA","0","0","60","0","4218"
"1701","VOLTA","3302","VOLTA","0","0","60","0","4219"
"1701","IDA","3601","IDA","0","0","60","0","3593"
"1701","VOLTA","3601","IDA","0","0","60","0","3594"
"1701","VOLTA","3601","VOLTA","0","0","60","0","3595"
"1701","IDA","4401","VOLTA","0","0","60","0","6421"
"1701","VOLTA","4401","VOLTA","0","0","60","0","6422"
"1701","VOLTA","4401","IDA","0","0","60","0","6423"
"1701","IDA","4401","IDA","0","0","60","0","6424"
"1701","IDA","4401A","VOLTA","0","0","60","0","6425"
"1701","VOLTA","4401A","VOLTA","0","0","60","0","6426"
"1701","VOLTA","4401A","IDA","0","0","60","0","6427"
"1701","IDA","4401A","IDA","0","0","60","0","6428"
"1701","IDA","4601","VOLTA","0","0","60","0","4220"
"1701","VOLTA","4601","VOLTA","0","0","60","0","4418"
"1701","IDA","4601","IDA","0","0","60","0","991"
"1701","VOLTA","4601","IDA","0","0","60","0","993"
"1701","IDA","4603","VOLTA","0","0","60","0","4222"
"1701","VOLTA","4603","VOLTA","0","0","60","0","4223"
"1701","VOLTA","4603","IDA","0","0","60","0","5384"
"1701","IDA","4603","IDA","0","0","60","0","6002"
"1701","IDA","4701","VOLTA","0","0","60","0","4224"
"1701","VOLTA","4701","VOLTA","0","0","60","0","4225"
"1701","IDA","5101","VOLTA","0","0","60","0","1008"
"1701","VOLTA","5101","IDA","0","0","60","0","1010"
"1701","VOLTA","5101","VOLTA","0","0","60","0","4226"
"1701","IDA","5501","IDA","0","0","60","0","3601"
"1701","VOLTA","5501","VOLTA","0","0","60","0","3602"
"1701","VOLTA","5601","VOLTA","0","0","60","0","4227"
"1701","IDA","5601","VOLTA","0","0","60","0","5662"
"1701","VOLTA","5702","VOLTA","0","0","60","0","1034"
"1701","IDA","5702","VOLTA","0","0","60","0","4228"
"1701","IDA","5801","IDA","0","0","60","0","1036"
"1701","IDA","5801","VOLTA","0","0","60","0","1039"
"1701","VOLTA","5801","IDA","0","0","60","0","1046"
"1701","VOLTA","5801","VOLTA","0","0","60","0","1050"
"1701","VOLTA","5802","VOLTA","0","0","60","0","1058"
"1701","IDA","5803","IDA","0","0","60","0","5580"
"1701","IDA","5803","VOLTA","0","0","60","0","5581"
"1701","VOLTA","5803","IDA","0","0","60","0","5583"
"1701","VOLTA","5803","VOLTA","0","0","60","0","5585"
"1701","IDA","5901","IDA","0","0","60","0","5213"
"1701","IDA","5901","VOLTA","0","0","60","0","5214"
"1701","VOLTA","5901","IDA","0","0","60","0","5215"
"1701","VOLTA","5901","VOLTA","0","0","60","0","5216"
"1701","IDA","5902","IDA","0","0","60","0","1092"
"1701","IDA","5902","VOLTA","0","0","60","0","1099"
"1701","VOLTA","5902","IDA","0","0","60","0","1109"
"1701","VOLTA","5902","VOLTA","0","0","60","0","1114"
"1701","IDA","6201R","VOLTA","0","0","60","0","1145"
"1701","IDA","6201R","IDA","0","0","60","0","4229"
"1701","IDA","6202","IDA","0","0","60","0","1152"
"1701","IDA","6202","VOLTA","0","0","60","0","1155"
"1701","VOLTA","6202","IDA","0","0","60","0","1157"
"1701","VOLTA","6202","VOLTA","0","0","60","0","1166"
"1701","IDA","6203","VOLTA","0","0","60","0","3606"
"1701","VOLTA","6203","IDA","0","0","60","0","3607"
"1701","IDA","6404","VOLTA","0","0","60","0","1175"
"1701","VOLTA","6404","IDA","0","0","60","0","1177"
"1701","IDA","6404","IDA","0","0","60","0","3849"
"1701","VOLTA","6404","VOLTA","0","0","60","0","4230"
"1701","IDA","6404A","VOLTA","0","0","60","0","3608"
"1701","VOLTA","6404A","IDA","0","0","60","0","3609"
"1701","IDA","6404A","IDA","0","0","60","0","4231"
"1701","VOLTA","6404A","VOLTA","0","0","60","0","4232"
"1701","IDA","6604","VOLTA","0","0","60","0","1183"
"1701","VOLTA","6901","IDA","0","0","60","0","1190"
"1701","IDA","7101","VOLTA","0","0","60","0","1186"
"1701","VOLTA","7101","IDA","0","0","60","0","1188"
"1701","IDA","7103","IDA","0","0","60","0","3964"
"1701","IDA","8201","VOLTA","0","0","60","0","5897"
"1701","IDA","8201","IDA","0","0","60","0","5898"
"1701","VOLTA","8201","VOLTA","0","0","60","0","5899"
"1701","VOLTA","8201","IDA","0","0","60","0","5900"
"1701","IDA","8401","VOLTA","0","0","60","0","5745"
"1701","VOLTA","8401","VOLTA","0","0","60","0","5746"
"1701","IDA","8801","VOLTA","0","0","60","0","3613"
"1701","VOLTA","8801","VOLTA","0","0","60","0","3614"
"1701","IDA","8802","VOLTA","0","0","60","0","3615"
"1701","VOLTA","8802","VOLTA","0","0","60","0","3616"
"1702","IDA","P121","IDA","0","0","60","0","3787"
"1702","VOLTA","P121","VOLTA","0","0","60","0","3788"
"1702","IDA","P461","IDA","0","0","60","0","3789"
"1702","IDA","P461","VOLTA","0","0","60","0","3790"
"1702","VOLTA","P461","IDA","0","0","60","0","3791"
"1702","VOLTA","P461","VOLTA","0","0","60","0","3792"
"1702","IDA","1501","IDA","0","0","60","0","1214"
"1702","VOLTA","1501","VOLTA","0","0","60","0","1216"
"1702","IDA","1501","VOLTA","0","0","60","0","4233"
"1702","VOLTA","1601","VOLTA","0","0","60","60","1217"
"1702","IDA","1701","IDA","0","0","60","0","4234"
"1702","VOLTA","1701","VOLTA","0","0","60","0","4235"
"1702","IDA","1901","IDA","0","0","60","0","1221"
"1702","VOLTA","1901","VOLTA","0","0","60","0","1229"
"1702","IDA","1901","VOLTA","0","0","60","0","4236"
"1702","VOLTA","1901","IDA","0","0","60","0","4237"
"1702","IDA","2201","IDA","0","0","60","0","3757"
"1702","VOLTA","2201","IDA","0","0","60","0","3758"
"1702","IDA","2201","VOLTA","0","0","60","0","5312"
"1702","VOLTA","2201","VOLTA","0","0","60","0","5315"
"1702","IDA","2202","IDA","0","0","60","0","6104"
"1702","VOLTA","2202","IDA","0","0","60","0","6105"
"1702","VOLTA","2202","VOLTA","0","0","60","0","6106"
"1702","IDA","2202","VOLTA","0","0","60","0","6107"
"1702","IDA","2203","VOLTA","0","0","60","0","4238"
"1702","VOLTA","2203","VOLTA","0","0","60","0","4239"
"1702","IDA","2601","IDA","0","0","60","0","1268"
"1702","VOLTA","2601","IDA","0","0","60","0","1276"
"1702","VOLTA","2601","VOLTA","0","0","60","0","1279"
"1702","IDA","2601","VOLTA","0","0","60","0","4240"
"1702","VOLTA","2603","VOLTA","0","0","60","0","3761"
"1702","IDA","2603","IDA","0","0","60","0","4241"
"1702","IDA","2603","VOLTA","0","0","60","0","4242"
"1702","VOLTA","2603","IDA","0","0","60","0","4243"
"1702","IDA","2604","IDA","0","0","60","0","1309"
"1702","VOLTA","2604","IDA","0","0","60","0","1314"
"1702","VOLTA","2604","VOLTA","0","0","60","0","1317"
"1702","IDA","2604","VOLTA","0","0","60","0","4244"
"1702","IDA","3301","VOLTA","0","0","60","0","4245"
"1702","VOLTA","3301","VOLTA","0","0","60","0","4246"
"1702","IDA","3302","VOLTA","0","0","60","0","4247"
"1702","VOLTA","3302","VOLTA","0","0","60","0","4248"
"1702","IDA","3601","IDA","0","0","60","0","3767"
"1702","VOLTA","3601","IDA","0","0","60","0","3768"
"1702","VOLTA","3601","VOLTA","0","0","60","0","3769"
"1702","IDA","4401","IDA","0","0","60","0","6429"
"1702","VOLTA","4401","IDA","0","0","60","0","6430"
"1702","IDA","4401","VOLTA","0","0","60","0","6431"
"1702","VOLTA","4401","VOLTA","0","0","60","0","6432"
"1702","IDA","4401A","IDA","0","0","60","0","6433"
"1702","VOLTA","4401A","IDA","0","0","60","0","6434"
"1702","IDA","4401A","VOLTA","0","0","60","0","6435"
"1702","VOLTA","4401A","VOLTA","0","0","60","0","6436"
"1702","IDA","4601","IDA","0","0","60","0","1340"
"1702","IDA","4601","VOLTA","0","0","60","0","4175"
"1702","VOLTA","4601","VOLTA","0","0","60","0","4249"
"1702","IDA","4603","IDA","0","0","60","0","1367"
"1702","VOLTA","4603","IDA","0","0","60","0","1375"
"1702","IDA","4603","VOLTA","0","0","60","0","4250"
"1702","VOLTA","4603","VOLTA","0","0","60","0","4251"
"1702","IDA","4701","IDA","0","0","60","0","1383"
"1702","IDA","4701","VOLTA","0","0","60","0","4252"
"1702","VOLTA","4701","VOLTA","0","0","60","0","4253"
"1702","VOLTA","4701","IDA","0","0","60","0","6505"
"1702","IDA","5101","IDA","0","0","60","0","1393"
"1702","IDA","5101","VOLTA","0","0","60","0","1394"
"1702","VOLTA","5101","IDA","0","0","60","0","1395"
"1702","VOLTA","5101","VOLTA","0","0","60","0","4255"
"1702","IDA","5501","IDA","0","0","60","0","3772"
"1702","VOLTA","5501","VOLTA","0","0","60","0","3773"
"1702","VOLTA","5601","VOLTA","0","0","60","0","4256"
"1702","IDA","5601","VOLTA","0","0","60","0","5663"
"1702","IDA","5702","IDA","0","0","60","0","1406"
"1702","VOLTA","5702","VOLTA","0","0","60","0","1412"
"1702","IDA","5702","VOLTA","0","0","60","0","4257"
"1702","IDA","5801","IDA","0","0","60","0","1415"
"1702","IDA","5801","VOLTA","0","0","60","0","1418"
"1702","VOLTA","5801","IDA","0","0","60","0","1420"
"1702","VOLTA","5801","VOLTA","0","0","60","0","1422"
"1702","IDA","5802","IDA","0","0","60","0","1424"
"1702","IDA","5802","VOLTA","0","0","60","0","4177"
"1702","VOLTA","5802","VOLTA","0","0","60","0","4258"
"1702","IDA","5803","IDA","0","0","60","0","5482"
"1702","IDA","5803","VOLTA","0","0","60","0","5586"
"1702","VOLTA","5803","IDA","0","0","60","0","5588"
"1702","VOLTA","5803","VOLTA","0","0","60","0","5589"
"1702","IDA","5901","IDA","0","0","60","0","5217"
"1702","IDA","5901","VOLTA","0","0","60","0","5218"
"1702","VOLTA","5901","IDA","0","0","60","0","5219"
"1702","VOLTA","5901","VOLTA","0","0","60","0","5220"
"1702","IDA","5902","IDA","0","0","60","0","1456"
"1702","VOLTA","5902","IDA","0","0","60","0","1460"
"1702","VOLTA","5902","VOLTA","0","0","60","0","1463"
"1702","IDA","5902","VOLTA","0","0","60","0","4259"
"1702","IDA","6201R","VOLTA","0","0","60","0","1455"
"1702","IDA","6201R","IDA","0","0","60","0","4260"
"1702","IDA","6202","IDA","0","0","60","0","1466"
"1702","IDA","6202","VOLTA","0","0","60","0","1469"
"1702","VOLTA","6202","IDA","0","0","60","0","1472"
"1702","VOLTA","6202","VOLTA","0","0","60","0","1474"
"1702","IDA","6203","VOLTA","0","0","60","0","3775"
"1702","VOLTA","6203","IDA","0","0","60","0","3776"
"1702","IDA","6404","VOLTA","0","0","60","0","1481"
"1702","VOLTA","6404","IDA","0","0","60","0","1484"
"1702","IDA","6404","IDA","0","0","60","0","4261"
"1702","VOLTA","6404","VOLTA","0","0","60","0","4262"
"1702","IDA","6404A","VOLTA","0","0","60","0","3777"
"1702","VOLTA","6404A","IDA","0","0","60","0","3778"
"1702","IDA","6404A","IDA","0","0","60","0","4263"
"1702","VOLTA","6404A","VOLTA","0","0","60","0","4264"
"1702","IDA","6604","VOLTA","0","0","60","0","4265"
"1702","IDA","6604","VOLTA","0","0","60","0","4421"
"1702","VOLTA","6901","IDA","0","0","60","0","2526"
"1702","IDA","7101","VOLTA","0","0","60","0","2527"
"1702","VOLTA","7101","IDA","0","0","60","0","2528"
"1702","IDA","7103","VOLTA","0","0","60","0","2519"
"1702","VOLTA","7103","IDA","0","0","60","0","2520"
"1702","VOLTA","7103","VOLTA","0","0","60","0","4266"
"1702","IDA","7103","IDA","0","0","60","0","4267"
"1702","VOLTA","8201","VOLTA","0","0","60","0","5901"
"1702","IDA","8201","IDA","0","0","60","0","5902"
"1702","VOLTA","8201","IDA","0","0","60","0","5903"
"1702","IDA","8201","VOLTA","0","0","60","0","5904"
"1702","VOLTA","8401","VOLTA","0","0","60","0","5747"
"1702","IDA","8401","VOLTA","0","0","60","0","5748"
"1702","IDA","8801","VOLTA","0","0","60","0","3781"
"1702","VOLTA","8801","VOLTA","0","0","60","0","3782"
"1702","IDA","8802","VOLTA","0","0","60","0","3783"
"1702","VOLTA","8802","VOLTA","0","0","60","0","3784"
"2201","IDA","CIRC A","IDA","0","0","60","0","5385"
"2201","VOLTA","CIRC A","IDA","0","0","60","0","5386"
"2201","IDA","CIRC B","IDA","0","0","60","0","5387"
"2201","VOLTA","CIRC B","IDA","0","0","60","0","5388"
"2201","IDA","P461","IDA","0","0","60","0","3842"
"2201","VOLTA","P461","VOLTA","0","0","60","0","3843"
"2201","IDA","P561","VOLTA","0","0","60","0","2794"
