empresa,uds_id,hsstart,hsstop,datai,dataf,sentido,linha,carro,qtpsg,valor_jornada,nao_sei
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,6,0,
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,13,55,25.0
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,4,16,
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,3,12,
1,6221055,17:20:23,18:10:55,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,18:10:58,19:02:41,01/01/2024,01/01/2024,1,7103,20106,7,28,
1,6221055,18:10:58,19:02:41,01/01/2024,01/01/2024,1,7103,20106,1,0,
1,6221055,18:10:58,19:02:41,01/01/2024,01/01/2024,1,7103,20106,4,16,
1,6221055,18:10:58,19:02:41,01/01/2024,01/01/2024,1,7103,20106,4,17,
1,6221055,19:06:37,19:54:26,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,19:06:37,19:54:26,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,19:06:37,19:54:26,01/01/2024,01/01/2024,0,7103,20106,3,12,
1,6221055,19:06:37,19:54:26,01/01/2024,01/01/2024,0,7103,20106,8,34,
1,6221055,19:54:29,20:40:09,01/01/2024,01/01/2024,1,7103,20106,3,12,
1,6221055,19:54:29,20:40:09,01/01/2024,01/01/2024,1,7103,20106,3,12,
1,6221055,19:54:29,20:40:09,01/01/2024,01/01/2024,1,7103,20106,1,0,
1,6221055,19:54:29,20:40:09,01/01/2024,01/01/2024,1,7103,20106,2,8,5.0
1,6221055,19:54:29,20:40:09,01/01/2024,01/01/2024,1,7103,20106,1,0,
1,6221055,20:40:55,21:33:05,01/01/2024,01/01/2024,0,7103,20106,4,17,
1,6221055,20:40:55,21:33:05,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,20:40:55,21:33:05,01/01/2024,01/01/2024,0,7103,20106,1,0,
1,6221055,20:40:55,21:33:05,01/01/2024,01/01/2024,0,7103,20106,1,4,
1,6221055,21:33:08,22:15:53,01/01/2024,01/01/2024,1,7103,20106,1,4,
1,6221055,21:33:08,22:15:53,01/01/2024,01/01/2024,1,7103,20106,12,51,
1,6220879,06:56:46,07:53:47,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220879,06:56:46,07:53:47,01/01/2024,01/01/2024,0,4601,20107,5,21,25.0
1,6220879,06:56:46,07:53:47,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220879,07:53:49,08:59:09,01/01/2024,01/01/2024,1,4601,20107,4,0,
1,6220879,07:53:49,08:59:09,01/01/2024,01/01/2024,1,4601,20107,3,12,
1,6220879,07:53:49,08:59:09,01/01/2024,01/01/2024,1,4601,20107,2,0,
1,6220879,07:53:49,08:59:09,01/01/2024,01/01/2024,1,4601,20107,1,4,
1,6220879,07:53:49,08:59:09,01/01/2024,01/01/2024,1,4601,20107,5,21,25.0
1,6220879,08:59:12,09:21:47,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220879,08:59:12,09:21:47,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220896,09:24:18,09:54:32,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220896,09:24:18,09:54:32,01/01/2024,01/01/2024,1,4601,20107,2,8,5.0
1,6220896,09:24:18,09:54:32,01/01/2024,01/01/2024,1,4601,20107,1,4,
1,6220896,09:24:18,09:54:32,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220896,09:24:18,09:54:32,01/01/2024,01/01/2024,1,4601,20107,2,0,
1,6220896,09:54:35,10:51:13,01/01/2024,01/01/2024,0,4601,20107,4,16,
1,6220896,09:54:35,10:51:13,01/01/2024,01/01/2024,0,4601,20107,6,0,
1,6220896,09:54:35,10:51:13,01/01/2024,01/01/2024,0,4601,20107,1,4,25.0
1,6220896,09:54:35,10:51:13,01/01/2024,01/01/2024,0,4601,20107,1,4,
1,6220896,09:54:35,10:51:13,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220896,11:03:56,12:01:26,01/01/2024,01/01/2024,1,4601,20107,1,4,
1,6220896,11:03:56,12:01:26,01/01/2024,01/01/2024,1,4601,20107,3,12,
1,6220896,11:03:56,12:01:26,01/01/2024,01/01/2024,1,4601,20107,6,25,5.0
1,6220896,11:03:56,12:01:26,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220896,12:01:30,12:55:27,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220896,12:01:30,12:55:27,01/01/2024,01/01/2024,0,4601,20107,2,8,5.0
1,6220896,12:01:30,12:55:27,01/01/2024,01/01/2024,0,4601,20107,3,12,
1,6220896,12:01:30,12:55:27,01/01/2024,01/01/2024,0,4601,20107,4,0,
1,6220896,13:09:06,14:04:00,01/01/2024,01/01/2024,1,4601,20107,2,8,
1,6220896,13:09:06,14:04:00,01/01/2024,01/01/2024,1,4601,20107,5,0,
1,6220896,13:09:06,14:04:00,01/01/2024,01/01/2024,1,4601,20107,3,12,75.0
1,6220896,13:09:06,14:04:00,01/01/2024,01/01/2024,1,4601,20107,5,20,
1,6220896,14:04:04,14:59:34,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220896,14:04:04,14:59:34,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220896,14:04:04,14:59:34,01/01/2024,01/01/2024,0,4601,20107,2,0,
1,6220896,14:04:04,14:59:34,01/01/2024,01/01/2024,0,4601,20107,1,4,25.0
1,6220896,14:04:04,14:59:34,01/01/2024,01/01/2024,0,4601,20107,3,12,
1,6220896,15:14:30,16:10:46,01/01/2024,01/01/2024,1,4601,20107,5,20,
1,6220896,15:14:30,16:10:46,01/01/2024,01/01/2024,1,4601,20107,3,0,
1,6220896,15:14:30,16:10:46,01/01/2024,01/01/2024,1,4601,20107,4,0,
1,6220896,15:14:30,16:10:46,01/01/2024,01/01/2024,1,4601,20107,4,17,
1,6220896,16:11:08,16:39:00,01/01/2024,01/01/2024,0,4601,20107,3,12,75.0
1,6220896,16:11:08,16:39:00,01/01/2024,01/01/2024,0,4601,20107,1,4,
1,6220896,16:11:08,16:39:00,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220896,16:11:08,16:39:00,01/01/2024,01/01/2024,0,4601,20107,3,0,
1,6220923,16:41:17,17:16:21,01/01/2024,01/01/2024,1,4601,20107,1,4,25.0
1,6220923,16:41:17,17:16:21,01/01/2024,01/01/2024,1,4601,20107,2,8,
1,6220923,16:41:17,17:16:21,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220923,17:19:07,18:25:05,01/01/2024,01/01/2024,0,4601,20107,3,12,
1,6220923,17:19:07,18:25:05,01/01/2024,01/01/2024,0,4601,20107,6,24,
1,6220923,17:19:07,18:25:05,01/01/2024,01/01/2024,0,4601,20107,5,21,25.0
1,6220923,17:19:07,18:25:05,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220923,17:19:07,18:25:05,01/01/2024,01/01/2024,0,4601,20107,3,0,
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,2,0,
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,2,8,
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,18,72,
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,6,25,5.0
1,6220923,18:29:18,19:39:55,01/01/2024,01/01/2024,1,4601,20107,7,0,
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,8,32,
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,3,0,
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,3,12,75.0
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,1,0,
1,6220923,19:39:58,20:43:47,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220923,20:43:50,21:35:02,01/01/2024,01/01/2024,1,4601,20107,2,8,
1,6220923,20:43:50,21:35:02,01/01/2024,01/01/2024,1,4601,20107,5,21,25.0
1,6220923,20:43:50,21:35:02,01/01/2024,01/01/2024,1,4601,20107,1,0,
1,6220923,21:35:06,22:26:58,01/01/2024,01/01/2024,0,4601,20107,2,8,
1,6220923,21:35:06,22:26:58,01/01/2024,01/01/2024,0,4601,20107,1,4,25.0
