,Longitude,Latitude
505,-43.856492,-16.73537
506,-43.857983,-16.735423
507,-43.857974,-16.735468
508,-43.859803,-16.735424
509,-43.859812,-16.735488
510,-43.861185,-16.734917
511,-43.861354,-16.734909
512,-43.860893,-16.731987
513,-43.860968,-16.731996
515,-43.863133,-16.730707
517,-43.859891,-16.731692
518,-43.858315,-16.731665
520,-43.855962,-16.731489
521,-43.856009,-16.731454
522,-43.854888,-16.729088
523,-43.854944,-16.729098
524,-43.853933,-16.728839
526,-43.852855,-16.730207
528,-43.851192,-16.73224
529,-43.85107,-16.732303
530,-43.855614,-16.726941
535,-43.859391,-16.725814
536,-43.860766,-16.724891
539,-43.862706,-16.721955
542,-43.8562,-16.721504
551,-43.836523,-16.718275
552,-43.83655,-16.718348
553,-43.837684,-16.718499
554,-43.837674,-16.718589
555,-43.839408,-16.718861
556,-43.839389,-16.718942
557,-43.841406,-16.720346
558,-43.84135,-16.720327
559,-43.842013,-16.722283
560,-43.841994,-16.722337
561,-43.843033,-16.722705
562,-43.842996,-16.722695
565,-43.853351,-16.749226
566,-43.853304,-16.749235
567,-43.851837,-16.751441
568,-43.851772,-16.751423
569,-43.850531,-16.75335
570,-43.850531,-16.753305
571,-43.848751,-16.752933
572,-43.84877,-16.752861
573,-43.847745,-16.753307
574,-43.847182,-16.754886
575,-43.847135,-16.754922
576,-43.848356,-16.756194
577,-43.848319,-16.756248
578,-43.846714,-16.757857
579,-43.846612,-16.757685
580,-43.845094,-16.758959
581,-43.84415,-16.760003
582,-43.844846,-16.759663
583,-43.851835,-16.748603
584,-43.851882,-16.748576
585,-43.849571,-16.747714
586,-43.850556,-16.747665
587,-43.84999,-16.746659
588,-43.850027,-16.746704
589,-43.85103,-16.745254
590,-43.851086,-16.745282
591,-43.851759,-16.744219
592,-43.851805,-16.744247
593,-43.853744,-16.741672
594,-43.853753,-16.741681
595,-43.854992,-16.740034
596,-43.855048,-16.740071
597,-43.856626,-16.739591
598,-43.856749,-16.739511
599,-43.857578,-16.738964
600,-43.857521,-16.738991
601,-43.859025,-16.740066
602,-43.859025,-16.740075
603,-43.860167,-16.741988
604,-43.858542,-16.74394
605,-43.856579,-16.745927
606,-43.854589,-16.747742
607,-43.854609,-16.747633
608,-43.855428,-16.747023
610,-43.858449,-16.743804
611,-43.860839,-16.741106
612,-43.86112,-16.741053
613,-43.863221,-16.737983
614,-43.863286,-16.738028
615,-43.864192,-16.735539
616,-43.86423,-16.735548
617,-43.864658,-16.732938
618,-43.864771,-16.732912
619,-43.864555,-16.731266
620,-43.864612,-16.731257
621,-43.864237,-16.731165
622,-43.863754,-16.741339
623,-43.863709,-16.741167
624,-43.862868,-16.743747
625,-43.862803,-16.743648
626,-43.860493,-16.747169
627,-43.860522,-16.746997
628,-43.85794,-16.74898
629,-43.857941,-16.74889
630,-43.855848,-16.752132
631,-43.855848,-16.752186
632,-43.856412,-16.753491
633,-43.856366,-16.753437
634,-43.854746,-16.752867
635,-43.854775,-16.752804
636,-43.853502,-16.752309
637,-43.85353,-16.752255
638,-43.852169,-16.753974
639,-43.852094,-16.753919
640,-43.853165,-16.756844
641,-43.853108,-16.756889
642,-43.853384,-16.757858
643,-43.853328,-16.757803
644,-43.851112,-16.759689
645,-43.851056,-16.759634
646,-43.850207,-16.760434
647,-43.850142,-16.760389
648,-43.856504,-16.750735
649,-43.856541,-16.750789
650,-43.856988,-16.749816
651,-43.857202,-16.749962
652,-43.859007,-16.75102
653,-43.86075,-16.749629
654,-43.86206,-16.748596
655,-43.862918,-16.747923
656,-43.864436,-16.746712
657,-43.866804,-16.744338
658,-43.866879,-16.744321
659,-43.868318,-16.746896
660,-43.863091,-16.745592
661,-43.84102195584497,-16.74736226159856
662,-43.861555,-16.746804
663,-43.859915,-16.748097
664,-43.858737,-16.749048
665,-43.86039,-16.747141
666,-43.862727,-16.743765
667,-43.862984,-16.739907
668,-43.864701,-16.738389
671,-43.865941,-16.736362
672,-43.868745,-16.733395
673,-43.868857,-16.73345
674,-43.870155,-16.731179
675,-43.870319,-16.730493
677,-43.843883,-16.769907
678,-43.843845,-16.769961
679,-43.845724,-16.771183
680,-43.845686,-16.771255
681,-43.847583,-16.772422
682,-43.847545,-16.772467
683,-43.848797,-16.773324
684,-43.849453,-16.773517
685,-43.85478,-16.77389
686,-43.854742,-16.773926
687,-43.856144,-16.773229
688,-43.8562,-16.773229
689,-43.8549,-16.772635
690,-43.854938,-16.772545
691,-43.855557,-16.770921
692,-43.855604,-16.770949
693,-43.866933,-16.771662
694,-43.857308,-16.768346
695,-43.857355,-16.768391
696,-43.857021,-16.764702
697,-43.85704,-16.764648
698,-43.848652,-16.761682
699,-43.848652,-16.761619
700,-43.847718,-16.762454
701,-43.847691,-16.762399
702,-43.850594,-16.764738
703,-43.850538,-16.764774
704,-43.852005,-16.765732
705,-43.847355,-16.768309
706,-43.846627,-16.769281
707,-43.846246,-16.768646
708,-43.847206,-16.768009
709,-43.84974984803006,-16.76833285436673
710,-43.85142,-16.766243
711,-43.856939,-16.764268
712,-43.857219,-16.76285
713,-43.857256,-16.762914
714,-43.858729,-16.762949
715,-43.858701,-16.763003
716,-43.8584,-16.764646
717,-43.861308,-16.763108
718,-43.861317,-16.763153
719,-43.861727,-16.762026
720,-43.861784,-16.762026
721,-43.861829,-16.76077
722,-43.861894,-16.760761
723,-43.862143,-16.758349
724,-43.862181,-16.758322
725,-43.860088,-16.756964
726,-43.859695,-16.756781
727,-43.858751,-16.756179
728,-43.858789,-16.756134
729,-43.859567,-16.751448
730,-43.859557,-16.751502
731,-43.864431,-16.753861
732,-43.864355,-16.753915
733,-43.864781,-16.753375
734,-43.864762,-16.753338
735,-43.862341,-16.751942
736,-43.862369,-16.751897
737,-43.860262,-16.749671
738,-43.867709,-16.742039
739,-43.864986,-16.744093
740,-43.866188,-16.754847
741,-43.86616,-16.754919
743,-43.867721,-16.755831
744,-43.870368,-16.757256
745,-43.870348,-16.757355
746,-43.872546,-16.758515
747,-43.872517,-16.758596
748,-43.87137,-16.759114
749,-43.87137,-16.75906
750,-43.871059,-16.760884
751,-43.871003,-16.760874
752,-43.869698,-16.761021
753,-43.869727,-16.760913
754,-43.868094,-16.760922
755,-43.868226,-16.760832
756,-43.866428,-16.761835
757,-43.866306,-16.763515
758,-43.866111,-16.766334
759,-43.865502,-16.767813
760,-43.864392,-16.768204
761,-43.864567,-16.765738
762,-43.864732,-16.763109
763,-43.864826,-16.761564
764,-43.865805,-16.761045
765,-43.866539,-16.758997
766,-43.868341,-16.758908
767,-43.868388,-16.758944
768,-43.870576,-16.763213
769,-43.870548,-16.763177
770,-43.868494,-16.764657
771,-43.868457,-16.76462
772,-43.86641,-16.766607
773,-43.866363,-16.766588
774,-43.866177,-16.761481
775,-43.86448,-16.761381
776,-43.864499,-16.761327
777,-43.863335,-16.761501
778,-43.863278,-16.761501
779,-43.863241,-16.763001
780,-43.863185,-16.762946
781,-43.876544,-16.758211
782,-43.876543,-16.75832
783,-43.876609,-16.758392
784,-43.876694,-16.758284
785,-43.877641,-16.759935
786,-43.878286,-16.761854
787,-43.87639609561899,-16.76446020535898
788,-43.875926,-16.762799
789,-43.875316,-16.758114
790,-43.875372,-16.758115
791,-43.876251,-16.752136
792,-43.877804,-16.751367
793,-43.877897,-16.751431
794,-43.876944,-16.752438
795,-43.876933,-16.754327
796,-43.877185,-16.756136
797,-43.877335,-16.757791
798,-43.87841,-16.75043
799,-43.878959,-16.751211
800,-43.879954,-16.752671
801,-43.881247,-16.754468
802,-43.883833,-16.75826
803,-43.883834,-16.766132
804,-43.884532,-16.773511
805,-43.889634,-16.781863
806,-43.893257,-16.788146
807,-43.890359,-16.791131
808,-43.890341,-16.791068
809,-43.88737,-16.7921
810,-43.887342,-16.792055
811,-43.886436,-16.793026
812,-43.888666,-16.780611
813,-43.884307,-16.773456
814,-43.883674,-16.766285
815,-43.883729,-16.758332
816,-43.881144,-16.754476
817,-43.880056,-16.75288
819,-43.874395,-16.7456
822,-43.884608,-16.752507
823,-43.884701,-16.752643
827,-43.887665,-16.754277
828,-43.88497,-16.756341
829,-43.886065,-16.758417
830,-43.885999,-16.758443
833,-43.884582,-16.760072
834,-43.884281,-16.758651
835,-43.885253,-16.756153
836,-43.894387,-16.754936
837,-43.893012,-16.754296
838,-43.892304,-16.75338
839,-43.892248,-16.753334
840,-43.891937,-16.755212
841,-43.891881,-16.755294
842,-43.880393,-16.756126
843,-43.880422,-16.756063
844,-43.888453,-16.755953
847,-43.887334,-16.757908
848,-43.886387,-16.759476
849,-43.886453,-16.759503
850,-43.884785,-16.749362
852,-43.884328,-16.747444
853,-43.883559,-16.744204
856,-43.882104,-16.737941
859,-43.878533,-16.742206
860,-43.880254,-16.744674
861,-43.881128,-16.745917
862,-43.882552,-16.74794
863,-43.881871,-16.748813
864,-43.880455,-16.748697
865,-43.878902,-16.746483
866,-43.878074,-16.745295
872,-43.864722,-16.752226
873,-43.864694,-16.752208
874,-43.867715,-16.752116
875,-43.867762,-16.752117
876,-43.869532,-16.752669
877,-43.869503,-16.752723
878,-43.892096,-16.742424
879,-43.892114,-16.742469
880,-43.898329,-16.741626
881,-43.899842,-16.742836
882,-43.898585,-16.742811
883,-43.897933,-16.742021
884,-43.895374,-16.741619
885,-43.895384,-16.741565
886,-43.88853545764996,-16.74641963549765
887,-43.887838,-16.74382
888,-43.886871,-16.742432
889,-43.885447,-16.740382
890,-43.88408,-16.738431
891,-43.881434,-16.735335
895,-43.872393,-16.722316
896,-43.870129,-16.721417
898,-43.865682,-16.716738
899,-43.864807,-16.715703
900,-43.868501,-16.718995
909,-43.873349,-16.74319
911,-43.874723,-16.742402
914,-43.877933,-16.740513
915,-43.877636,-16.73845
916,-43.877312,-16.736117
918,-43.878965,-16.735647
923,-43.874536,-16.745592
924,-43.875673,-16.746755
925,-43.87584,-16.747081
926,-43.878834,-16.733983
928,-43.875299,-16.730529
930,-43.871373,-16.726712
931,-43.870927,-16.72604
932,-43.870217,-16.725567
933,-43.867877,-16.723059
934,-43.867214,-16.722604
935,-43.864945,-16.720901
936,-43.863205,-16.71696
937,-43.863315,-16.717367
939,-43.865233,-16.722846
941,-43.865684,-16.722857
942,-43.866145,-16.727379
943,-43.866595,-16.727273
946,-43.864793,-16.72748
955,-43.871996,-16.732427
957,-43.870921,-16.727071
961,-43.866971,-16.704987
963,-43.869723,-16.697925
964,-43.871046,-16.69457
965,-43.87157,-16.693244
969,-43.87658,-16.681657
970,-43.877006,-16.679255
971,-43.876022,-16.677541
972,-43.875387,-16.677149
973,-43.873873,-16.6763
974,-43.873929,-16.676292
975,-43.875667,-16.677313
976,-43.876589,-16.678367
977,-43.877025,-16.679174
978,-43.887328,-16.674791
980,-43.876964,-16.681623
981,-43.875708,-16.68318
984,-43.87213,-16.692072
985,-43.871635,-16.693353
987,-43.869245,-16.699477
988,-43.86814,-16.702291
990,-43.866398,-16.706737
993,-43.867027,-16.716222
994,-43.868383,-16.715244
995,-43.866379,-16.713027
996,-43.864135,-16.713521
997,-43.868576,-16.712678
998,-43.868651,-16.712705
999,-43.869636,-16.709529
1000,-43.869787,-16.707759
1001,-43.870954,-16.705451
1002,-43.873239,-16.704424
1003,-43.873276,-16.704488
1004,-43.877786,-16.703138
1005,-43.877786,-16.703193
1006,-43.87814,-16.703475
1007,-43.878075,-16.703393
1008,-43.87898022202952,-16.70578264697131
1009,-43.87889607120192,-16.7062536422849
1010,-43.877852,-16.709538
1011,-43.877786,-16.709474
1012,-43.876485,-16.713833
1013,-43.87642,-16.713805
1014,-43.878452,-16.703025
1015,-43.878433,-16.70307
1016,-43.879581,-16.702543
1017,-43.87958,-16.702606
1018,-43.879643,-16.701485
1019,-43.879718,-16.701495
1020,-43.879388,-16.700192
1021,-43.879463,-16.700174
1022,-43.879179,-16.699025
1023,-43.879264,-16.699007
1024,-43.87866,-16.696292
1025,-43.878726,-16.696283
1026,-43.878044,-16.692737
1027,-43.878118,-16.692755
1028,-43.877746,-16.690674
1029,-43.877821,-16.690675
1030,-43.863721,-16.696373
1031,-43.862351,-16.697984
1032,-43.860956,-16.699196
1033,-43.860506,-16.699212
1034,-43.860428,-16.698091
1035,-43.862049,-16.696708
1036,-43.860119,-16.701216
1037,-43.860062,-16.701261
1038,-43.860685,-16.702268
1039,-43.860619,-16.702303
1040,-43.861555,-16.704189
1041,-43.861498,-16.704197
1042,-43.862348,-16.707953
1043,-43.86231,-16.708025
1044,-43.863911,-16.708531
1045,-43.863864,-16.708603
1046,-43.875551,-16.729148
1047,-43.879143,-16.72923
1050,-43.878058,-16.7288
1052,-43.876728,-16.730076
1053,-43.877727,-16.730768
1054,-43.880942,-16.728056
1055,-43.881026,-16.728147
1056,-43.882934,-16.727452
1057,-43.882831,-16.727479
1058,-43.884605,-16.730471
1059,-43.884585,-16.730652
1060,-43.886143,-16.730452
1061,-43.889944,-16.735019
1062,-43.888365,-16.7322
1063,-43.88749,-16.729474
1064,-43.888986,-16.728723
1065,-43.891708,-16.728313
1066,-43.890968,-16.726628
1067,-43.891835,-16.725864
1068,-43.889783,-16.725447
1069,-43.887575,-16.724549
1070,-43.887622,-16.722814
1071,-43.887985,-16.721722
1072,-43.889644,-16.72202
1073,-43.891705,-16.722366
1074,-43.886664,-16.721543
1075,-43.883287,-16.719962
1076,-43.88208,-16.717777
1077,-43.880475,-16.718102
1078,-43.880438,-16.718021
1079,-43.877609,-16.717264
1080,-43.877291,-16.717254
1081,-43.877186,-16.717588
1082,-43.882037,-16.717207
1083,-43.882074,-16.717316
1084,-43.883777,-16.716385
1085,-43.883786,-16.716421
1086,-43.884734,-16.714745
1087,-43.884837,-16.714773
1088,-43.884689,-16.714392
1089,-43.884624,-16.714293
1090,-43.886172,-16.714156
1091,-43.887906,-16.714428
1092,-43.887238,-16.714732
1093,-43.888828,-16.715499
1094,-43.887853,-16.717049
1095,-43.887863,-16.716994
1096,-43.886739,-16.715054
1097,-43.88269,-16.714553
1098,-43.882672,-16.714508
1099,-43.880925,-16.714779
1100,-43.880916,-16.714725
1101,-43.883805,-16.717958
1102,-43.883749,-16.717994
1103,-43.884215,-16.721711
1104,-43.884159,-16.721647
